Epoch,Accuracy
0,0.458970792767733
1,0.458970792767733
2,0.458970792767733
3,0.458970792767733
4,0.46036161335187764
5,0.458970792767733
6,0.458970792767733
7,0.4631432545201669
8,0.46453407510431155
9,0.4631432545201669
10,0.4617524339360223
11,0.4659248956884562
12,0.46453407510431155
13,0.4617524339360223
14,0.4659248956884562
15,0.46453407510431155
16,0.4659248956884562
17,0.4631432545201669
18,0.4659248956884562
19,0.46036161335187764
20,0.46453407510431155
21,0.4617524339360223
22,0.4617524339360223
23,0.4617524339360223
24,0.4617524339360223
25,0.4631432545201669
26,0.4631432545201669
27,0.46870653685674546
28,0.4631432545201669
29,0.46453407510431155
30,0.4631432545201669
31,0.4659248956884562
32,0.4631432545201669
33,0.4700973574408901
34,0.4631432545201669
35,0.46870653685674546
36,0.4631432545201669
37,0.4673157162726008
38,0.46453407510431155
39,0.4659248956884562
40,0.4673157162726008
41,0.4659248956884562
42,0.46870653685674546
43,0.4673157162726008
44,0.4673157162726008
45,0.4659248956884562
46,0.4673157162726008
47,0.4673157162726008
48,0.4659248956884562
49,0.4742698191933241
50,0.4659248956884562
51,0.4742698191933241
52,0.46870653685674546
53,0.47287899860917937
54,0.47148817802503473
55,0.4673157162726008
56,0.4700973574408901
57,0.46870653685674546
58,0.48678720445062584
59,0.47148817802503473
60,0.47148817802503473
61,0.4700973574408901
62,0.47148817802503473
63,0.47148817802503473
64,0.4881780250347705
65,0.4700973574408901
66,0.4895688456189151
67,0.4742698191933241
68,0.4812239221140473
69,0.48678720445062584
70,0.4700973574408901
71,0.4742698191933241
72,0.4853963838664812
73,0.48678720445062584
74,0.48678720445062584
75,0.4853963838664812
76,0.4853963838664812
77,0.4853963838664812
78,0.4853963838664812
79,0.47148817802503473
80,0.48400556328233657
81,0.47983310152990266
82,0.478442280945758
83,0.48678720445062584
84,0.4881780250347705
85,0.47148817802503473
86,0.4853963838664812
87,0.4742698191933241
88,0.4812239221140473
89,0.46870653685674546
90,0.47287899860917937
91,0.47148817802503473
92,0.4742698191933241
93,0.47566063977746875
94,0.47566063977746875
95,0.47566063977746875
96,0.4853963838664812
97,0.4812239221140473
98,0.47983310152990266
99,0.47566063977746875
