Epoch,Accuracy
0,0.4283727399165508
1,0.4297635605006954
2,0.4283727399165508
3,0.4297635605006954
4,0.4325452016689847
5,0.4283727399165508
6,0.43115438108484005
7,0.4367176634214186
8,0.43532684283727396
9,0.4408901251738526
10,0.4408901251738526
11,0.44228094575799726
12,0.44228094575799726
13,0.44506258692628653
14,0.44506258692628653
15,0.44506258692628653
16,0.44923504867872044
17,0.44506258692628653
18,0.4478442280945758
19,0.4478442280945758
20,0.44923504867872044
21,0.4520166898470097
22,0.45340751043115435
23,0.45340751043115435
24,0.454798331015299
25,0.454798331015299
26,0.45757997218358837
27,0.458970792767733
28,0.4631432545201669
29,0.46453407510431155
30,0.4659248956884562
31,0.46870653685674546
32,0.4673157162726008
33,0.46870653685674546
34,0.46870653685674546
35,0.47287899860917937
36,0.47148817802503473
37,0.4673157162726008
38,0.47566063977746875
39,0.4673157162726008
40,0.47148817802503473
41,0.4700973574408901
42,0.46870653685674546
43,0.4700973574408901
44,0.4700973574408901
45,0.4700973574408901
46,0.47148817802503473
47,0.47148817802503473
48,0.47287899860917937
49,0.47566063977746875
50,0.4742698191933241
51,0.478442280945758
52,0.4770514603616134
53,0.4700973574408901
54,0.47566063977746875
55,0.4770514603616134
56,0.47148817802503473
57,0.47566063977746875
58,0.4770514603616134
59,0.47566063977746875
60,0.478442280945758
61,0.47566063977746875
62,0.47983310152990266
63,0.47983310152990266
64,0.47983310152990266
65,0.47983310152990266
66,0.47983310152990266
67,0.48261474269819193
68,0.4812239221140473
69,0.48261474269819193
70,0.48400556328233657
71,0.4812239221140473
72,0.48261474269819193
73,0.48261474269819193
74,0.48400556328233657
75,0.48400556328233657
76,0.4853963838664812
77,0.48400556328233657
78,0.48261474269819193
79,0.48678720445062584
80,0.48678720445062584
81,0.48400556328233657
82,0.4812239221140473
83,0.4853963838664812
84,0.4853963838664812
85,0.4895688456189151
86,0.48400556328233657
87,0.48400556328233657
88,0.4853963838664812
89,0.4881780250347705
90,0.4881780250347705
91,0.4853963838664812
92,0.4923504867872045
93,0.49374130737134914
94,0.49095966620305975
95,0.4881780250347705
96,0.4965229485396384
97,0.49791376912378305
98,0.4951321279554938
99,0.4951321279554938
