Epoch,Accuracy
0,0.5389004149377593
1,0.5389004149377593
2,0.5389004149377593
3,0.5389004149377593
4,0.5389004149377593
5,0.5389004149377593
6,0.5389004149377593
7,0.5389004149377593
8,0.5389004149377593
9,0.5389004149377593
10,0.5389004149377593
11,0.5389004149377593
12,0.5389004149377593
13,0.5389004149377593
14,0.5389004149377593
15,0.5389004149377593
16,0.5389004149377593
17,0.5396784232365146
18,0.5389004149377593
19,0.5389004149377593
20,0.5391597510373445
21,0.5391597510373445
22,0.5389004149377593
23,0.5391597510373445
24,0.5389004149377593
25,0.5391597510373445
26,0.5391597510373445
27,0.5389004149377593
28,0.5389004149377593
29,0.5389004149377593
30,0.5391597510373445
31,0.5394190871369295
32,0.5391597510373445
33,0.5389004149377593
34,0.5389004149377593
35,0.5394190871369295
36,0.5391597510373445
37,0.5389004149377593
38,0.5401970954356847
39,0.5391597510373445
40,0.5389004149377593
41,0.5389004149377593
42,0.5399377593360997
43,0.5391597510373445
44,0.5391597510373445
45,0.5391597510373445
46,0.5391597510373445
47,0.5404564315352698
48,0.5404564315352698
49,0.5389004149377593
50,0.5394190871369295
51,0.5391597510373445
52,0.5391597510373445
53,0.5394190871369295
54,0.5391597510373445
55,0.5399377593360997
56,0.5396784232365146
57,0.5396784232365146
58,0.5401970954356847
59,0.5391597510373445
60,0.5396784232365146
61,0.5389004149377593
62,0.5407157676348548
63,0.5404564315352698
64,0.5399377593360997
65,0.5394190871369295
66,0.5396784232365146
67,0.5389004149377593
68,0.5399377593360997
69,0.5389004149377593
70,0.5396784232365146
71,0.5389004149377593
72,0.5394190871369295
73,0.5394190871369295
74,0.5391597510373445
75,0.5389004149377593
76,0.5399377593360997
77,0.5399377593360997
78,0.5399377593360997
79,0.5396784232365146
80,0.5401970954356847
81,0.5394190871369295
82,0.5394190871369295
83,0.5404564315352698
84,0.5401970954356847
85,0.5401970954356847
86,0.5407157676348548
87,0.5401970954356847
88,0.5409751037344399
89,0.5417531120331951
90,0.5401970954356847
91,0.5401970954356847
92,0.5407157676348548
93,0.5407157676348548
94,0.5399377593360997
95,0.5407157676348548
96,0.5409751037344399
97,0.5409751037344399
98,0.5407157676348548
99,0.5409751037344399
