Epoch,Accuracy
0,0.5389004149377593
1,0.5389004149377593
2,0.5391597510373445
3,0.5389004149377593
4,0.5389004149377593
5,0.5394190871369295
6,0.5389004149377593
7,0.5389004149377593
8,0.5391597510373445
9,0.5391597510373445
10,0.5391597510373445
11,0.5389004149377593
12,0.5391597510373445
13,0.5394190871369295
14,0.5389004149377593
15,0.5389004149377593
16,0.5389004149377593
17,0.5391597510373445
18,0.5389004149377593
19,0.5394190871369295
20,0.5394190871369295
21,0.5394190871369295
22,0.5396784232365146
23,0.5396784232365146
24,0.5394190871369295
25,0.5389004149377593
26,0.5399377593360997
27,0.5404564315352698
28,0.5391597510373445
29,0.5391597510373445
30,0.5396784232365146
31,0.5389004149377593
32,0.5391597510373445
33,0.5391597510373445
34,0.5389004149377593
35,0.5389004149377593
36,0.5396784232365146
37,0.5401970954356847
38,0.5404564315352698
39,0.5404564315352698
40,0.5394190871369295
41,0.5396784232365146
42,0.5396784232365146
43,0.5394190871369295
44,0.5396784232365146
45,0.5391597510373445
46,0.5394190871369295
47,0.5394190871369295
48,0.5401970954356847
49,0.5399377593360997
50,0.5399377593360997
51,0.5407157676348548
52,0.5391597510373445
53,0.5394190871369295
54,0.5389004149377593
55,0.54149377593361
56,0.5409751037344399
57,0.5409751037344399
58,0.5391597510373445
59,0.5391597510373445
60,0.5420124481327802
61,0.5391597510373445
62,0.5394190871369295
63,0.5391597510373445
64,0.5394190871369295
65,0.5396784232365146
66,0.5396784232365146
67,0.5396784232365146
68,0.5404564315352698
69,0.5396784232365146
70,0.5396784232365146
71,0.5396784232365146
72,0.5399377593360997
73,0.5396784232365146
74,0.5396784232365146
75,0.5396784232365146
76,0.5399377593360997
77,0.5399377593360997
78,0.5399377593360997
79,0.5394190871369295
80,0.5396784232365146
81,0.5401970954356847
82,0.5396784232365146
83,0.5394190871369295
84,0.5407157676348548
85,0.5404564315352698
86,0.5404564315352698
87,0.5396784232365146
88,0.5404564315352698
89,0.5399377593360997
90,0.5396784232365146
91,0.5399377593360997
92,0.5389004149377593
93,0.5396784232365146
94,0.5401970954356847
95,0.541234439834025
96,0.5430497925311204
97,0.5396784232365146
98,0.5399377593360997
99,0.5389004149377593
